,,,,,, ,,Updated on:,9/17/2026 10:51,,,,,,,
Item,Description,Cases Available,Suggested Quantity USA,Suggested Quantity ITA,Confirmed Quantity,Comments,,ITEM,DESCRIPTION,LOT#,RECEIPT DATE,CS AVAIL,RESERVED,COMMENTS,NET AVAIL,EXP DATE
,,,,,,,,05025,PARMIGIANO REGGIANO PDO 1/8 WHEEL,95209,ETA 9/22,99*,,,"2,241.95",Aug-27
,,,,,,,,05033,PARMIGIANO REGGIANO PDO WW (24 MONTHS),1324224,09/04/2026,10,,,881.02,08/05/2027
,,,,,,,,05034,PARMIGIANO REGGIANO PDO WHOLE WHEEL,269423011,ETA 9/22,30*,5,5x Chs Importers 86652 ,"2,691.68",Aug-27
,,,,,,,,05035,PARMIGIANO REGGIANO PDO WW (18 MONTHS),70926,ETA 10/08,30*,,25 DIPALO HOLIDAY,"2,660.77",Sep-27
,,,,,,,,05093,GRANA PADANO PDO 16 MONTHS WHOLE WHEEL,1324226,09/04/2026,14,,,1125.76,08/05/2027
,,,,,,,,05093,GRANA PADANO PDO 16 MONTHS WHOLE WHEEL,32025129,ETA 9/22,15*,,,"1,190.48",Aug-27
,,,,,,,,05093,GRANA PADANO PDO 16 MONTHS WHOLE WHEEL,22025109,ETA 10/08,30*,,,"2,421.34",Sep-27
,,,,,,,,05095,TRENTINGRANA PDO CHEESE,1322643,09/01/2026,25,,15 DIPALO HOLIDAY/COWBELL,2057.72,07/12/2027
,,,,,,,,05411,GRANA PADANO PDO RISERVA WHOLE WHEEL,1308166,07/03/2026,30,8,8 DIPALO 0922 7 DIPALO HOLIDAY,2484.11,06/04/2027
,,,,,,,,05411,GRANA PADANO PDO RISERVA WHOLE WHEEL,1322642,09/01/2026,30,,,2489.73,07/12/2027
,,,,,,,,05417,GRANA PADANO PDO 1/8 WHEEL 16 MONTHS,269423022,ETA 9/22,24*,24,Ace 741,506.83,Apr-27
,,,,,,,,0911,CRACKERS WITH OLIVE OIL BULK 5 KG,L-26239,ETA 9/22,72*,72,SK 0283916,793.66,Oct-27
,,,,,,,,0911,CRACKERS WITH OLIVE OIL BULK 5 KG,L-26239,ETA 9/22,72*,72,SK 0283916,793.66,Oct-27
,,,,,,,,0911,CRACKERS WITH OLIVE OIL BULK 5 KG,L-26239,ETA 9/22,72*,72,SK 0283916,793.66,Oct-27
,,,,,,,,0911,CRACKERS WITH OLIVE OIL BULK 5 KG,L-26239,ETA 9/22,72*,72,SK 0283916,793.66,Oct-27
